lugar,implicado,fuente
Cabecera Municipal,Grupos Paramilitares,"Noche y Niebla # 22 Pp. 92 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Unidad de Justicia y Paz. Masacres en el Magdalena Versión Libre Adan Rojas Mendonza, alias ""El Negro"", Diciembre de 2008"
Vereda La Milagrosa,Grupos Paramilitares,Noche y Niebla # 22 Pp. 97
Vía a Corregimiento Palermo,Grupos Paramilitares,Noche y Niebla # 22 Pp. 96 Unidad de Justicia y Paz. Masacres en Magdalena
Vereda Marquetalia,Grupos Paramilitares,Noche y Niebla # 22 Pp. 99
Corregimiento Campo Dos,Grupo Armado No Identificado,Noche y Niebla # 22 Pp. 100
Sitio La María,Grupos Paramilitares,Noche y Niebla # 22 Pp. 103
Cabecera Municipal,Guerrilla-FARC ,Noche y Niebla # 23 Pp. 1
Vereda Verracal y El Zango,Grupos Paramilitares,Noche y Niebla # 23 Pp. 11 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Zona Rural,Grupo Armado No Identificado,Noche y Niebla # 23 Pp. 19
Corregimiento La Diana,Grupos Paramilitares,Noche y Niebla # 23 Pp. 22 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Corregimiento Orihueca,Grupos Paramilitares,"Noche y Niebla # 23 Pp. 23 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Versión Libre Rodrigo Tovar Pupo, alias ""Jorge 40"". Barranquilla, 9 de Julio de 2007 Unidad de Justicia y Paz. Masacres en Magdalena"
Zona Rural,Guerrilla-ELN ,Noche y Niebla # 23 Pp. 23
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 23 Pp. 30
Cabecera Municipal,Grupo Armado No Identificado,Noche y Niebla # 23 Pp. 33
Caserío Majaguas,Grupo Armado No Identificado,Noche y Niebla # 23 Pp. 33
Cabecera Municipal,Grupos Paramilitares,"Noche y Niebla # 23 Audiencia de Imputación Jorge Iván Laverde Zapata, alias ""El Iguano"", 5 de Diciembre de 2008"
Río Guacavia,Grupos Paramilitares,Noche y Niebla # 23 Pp. 37 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
IPD Potrero Grande-Vereda Ucrania,Guerrilla-FARC ,Noche y Niebla # 23 Pp. 38
Vereda El Barcino,Grupo Armado No Identificado,Noche y Niebla # 23 Pp. 40
Corregimiento Playa Rica,Grupos Paramilitares,Noche y Niebla # 23 Pp. 42 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Vereda Perico Aguado,Grupos Paramilitares,Noche y Niebla # 23 Pp. 45 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 23 Pp. 45 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Unidad de Justicia y Paz. Masacres en Magdalena 
Corregimiento San Félix,Guerrilla-FARC ,Noche y Niebla # 23 Pp. 47
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 23 Pp. 49 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Unidad de Justicia y Paz. Masacres en Magdalena 
Vereda La Angalia,Grupos Paramilitares,Noche y Niebla # 23 Pp. 50 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Zona Rural,Grupos Paramilitares,Noche y Niebla # 23 Pp. 58 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
"Veredas Las Animas, Patio Bonito y La Libertad",Grupo Armado No Identificado,Noche y Niebla # 23 Pp. 61
Corregimiento La Gabarra,Grupo Armado No Identificado,Noche y Niebla # 23 Pp. 74
,Guerrilla-FARC ,Noche y Niebla # 23 Pp. 75
Corregimiento Juan José,Grupos Paramilitares,Noche y Niebla # 23 Pp. 78 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Corregimiento Llerasca,Grupos Paramilitares,Noche y Niebla # 23 Pp. 82 Unidad de Justicia y Paz. Masacres en el Cesar
Zona Rural,Grupos Paramilitares,Noche y Niebla # 23 Pp. 86 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Vereda La Valeria,Grupos Paramilitares,Noche y Niebla # 23 Pp. 88 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Ranchería El Playon- Km 28 Vía a Riohacha,Grupos Paramilitares, www.victimaswayuu.blogspot.com
 Sitio Puente Canoa,Fuerza Pública-Ejército Nacional,Noche y Niebla # 23 Noche y Niebla # 37 Actualizaciones Pp. 187-189 Versión Libre Parmenio de Jesús Usme García
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 23 Pp. 99 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Cabecera Municipal,Grupos Paramilitares,"Noche y Niebla # 23 Pp. 104 Audiencia de Imputación Jorge Iván Laverde Zapata, alias ""El Iguano"", 5 de Diciembre de 2008 Audiencia de Imputación Lenin Geovany Palma Bermúdez, 19 de Diciembre de 2008"
Zona Rural,Guerrilla-ELN ,Noche y Niebla # 23 Pp. 105
Vía a IP La Gabarra,Guerrilla-ELN ,Noche y Niebla # 23 Pp. 108
Caserío Los Gomez,Grupos Paramilitares,Noche y Niebla # 23 Pp. 112 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
IPD El Chocó-Vereda Buenos Aires,Guerrilla-FARC ,Noche y Niebla # 23 Pp. 115
"Sitio Puente Matacea, Sitio Puente Caña Brava y Vereda El Cocal",Grupos Paramilitares,Noche y Niebla # 23 Pp. 117 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Sentencia Gian Carlo Gutiérrez Suarez. 3 de Febrero de 2010
Vereda Gualanday,Grupos Paramilitares,Noche y Niebla # 23 Pp. 118 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Vereda Caunapí,Grupo Armado No Identificado,Noche y Niebla # 23 Pp. 122
Corregimiento San Roque,Grupos Paramilitares,Noche y Niebla # 23 Pp. 123 Unidad de Justicia y Paz. Masacres en el Cesar
Sector La Arboleda,Grupos Paramilitares,Noche y Niebla # 23 Pp. 125 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Vereda San Jacinto,Grupo Armado No Identificado,Noche y Niebla # 23 Pp. 127
Corregimiento San Daniel-Vereda El Naranjo,Grupos Paramilitares,Noche y Niebla # 23 Pp. 127
Vereda El Socorro,Grupos Paramilitares,Noche y Niebla # 23 Pp. 127 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Cabecera Municipal,Grupos Paramilitares,"Noche y Nieba # 24 Pp. 5 Audiencia de Imputación Jorge Iván Laverde Zapata, alias ""El Iguano"", 5 de Diciembre de 2008 Audiencia de imputación Lenin Geovany Palma Bermúdez, 19 de Diciembre de 2008"
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 24 Pp. 10 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-1997
 ,Grupo Armado No Identificado,Noche y Niebla # 24 Pp. 20
IPD La Cecilia,Grupos Paramilitares,Noche y Niebla # 24 Pp. 24 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-1997
,Grupo Armado No Identificado,Noche y Niebla # 24 Pp. 26 Unidad de Justicia y Paz. Masacres en el Cesar
"Cabecera Municipal, IP La Piñuela y Vereda La Chonta",Grupos Paramilitares,Noche y Niebla # 24 Pp. 25 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-1997
Sitio Caño Mansilla,Grupos Paramilitares,Noche y Niebla # 24 Pp. 28 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-1997
Cabecera Municipal,Grupos Paramilitares,"Audiencia de Imputación Jorge Iván Laverde Zapata, alias ""El Iguano"", 5 de Diciembre de 2008"
IPD Medios y Vereda La Quebrada,Grupos Paramilitares,Noche y Niebla # 24 Pp. 36 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-1997
Cabecera Municipal,Grupo Armado No Identificado,Noche y Niebla # 24 Pp. 37-38
Vereda San Luis,Grupo Armado No Identificado,Noche y Niebla # 24 Pp. 40
Vereda Salsipuedes,Guerrilla-FARC ,Noche y Niebla # 24 Pp. 39
Vereda La Despensa,Fuerza Pública-Ejército Nacional,Noche y Niebla # 24 Pp. 42
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 24 Pp. 43 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-1997
Cabecera Municipal,Guerrilla-FARC ,Noche y Niebla # 24 Pp. 45
Cabecera Municipal,Grupo Armado No Identificado,Noche y Niebla # 24 Pp. 49
Cabecera Municipal,Grupos Paramilitares,"Noche y Niebla # 24 Pp. 50 Audiencia de Imputación Jorge Iván Laverde Zapata, alias ""El Iguano"", 5 de Diciembre de 2008 Audiencia de Imputación Lenin Geovany Palma Bermúdez, 19 de Diciembre de 2008"
Vereda Santa Ana,Grupos Paramilitares,"Audiencia de Imputación Ramiro Vanoy Murillo, 2 de Marzo de 2009"
Corregimiento Sabaletas-Vereda San Antonio,Grupo Armado No Identificado,Noche y Niebla # 24 Pp. 56
"Veredas El Higo, Buenavista y San Juan- Corregimiento Naranjal",Grupos Paramilitares,Noche y Niebla # 24 Pp. 59 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Caserío Vallejuelo-Veredas Vallejuelos y Puerto Rico,Grupos Paramilitares,Noche y Niebla # 24 Pp. 58 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-1997
Sitio Aguililla,Guerrilla-FARC ,Noche y Niebla # 24 Pp. 58 
IPM Cumaca,Guerrilla-FARC ,Noche y Niebla # 24 Pp. 57
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 24 Pp. 64 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-1997
Veredas San Juan de Ité y la Congoja,Grupos Paramilitares,Noche y Niebla # 24 Pp. 69 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-1997
Cabecera Municipal,Fuerza Pública-Ejército Nacional,Noche y Niebla # 24 Pp. 73-74
"Veredas La Loma, La Peña, La Cascada y Alto Bonito",Grupos Paramilitares,Noche y Niebla # 24 Pp. 87 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-1997
,Grupos Paramilitares,Noche y Niebla # 24 Pp. 88 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-1997
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 24 Pp. 91 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-1997
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 24 Pp. 92 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-1997
IPM El Guabal,Grupos Paramilitares,Noche y Niebla # 24 Pp. 95 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-1997
"Veredas Platanillal, La Avanzada y La Miranda",Grupos Paramilitares,Noche y Niebla # 24 Pp. 95 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-1997
Vereda Rincon Hondo,Guerrilla-FARC ,Noche y Niebla # 24 Pp. 96
Vereda El Edén,Grupo Armado No Identificado,Noche y Niebla # 24 Pp. 97
Zona Rural,Grupos Paramilitares,Noche y Niebla # 24 Pp. 96 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-1997
Sitio El Paraiso,Grupos Paramilitares,Noche y Niebla # 24 Pp. 104 Unidad de Justicia y Paz Masacres en el Cesar
Corregimiento San Antonio de Prado,Grupos Paramilitares,Noche y Niebla # 24 Pp. 107 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-1997
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 24 Pp. 114 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-1997
Caserío Santa Rosalía y Corregimientos Orihueca y Tucurinca,Grupos Paramilitares,"Noche y Niebla # 24 Pp. 114 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-1997 Unidad de Justicia y Paz. Masacres en Magdalena Versión Libre José Gregorio Mangonez Lugo, 29 de Enero de 2008"
Vereda San José,Grupos Paramilitares,Noche y Niebla # 24 Pp. 117 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-1997
IPD Juan Cojo,Grupos Paramilitares,Noche y Niebla # 25 Pp. 8 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Caserío Las Cuchillas,Grupos Paramilitares,Noche y Niebla # 25 Pp. 9 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Cabecera Municipal e IPD Tetuán,Grupo Armado No Identificado,Noche y Niebla # 25 Pp. 11-12
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 25 Pp. 22 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Vereda Frío Seco,Guerrilla-FARC ,Noche y Niebla # 25 Pp. 24
Veredas San Miguel y Santa Rita,Grupo Armado No Identificado,"El Colombiano, 19 de Julio de 2002 Pp. 12A. Documento  PIU "
Via a Cartagena del Chairá,Guerrilla-FARC ,Noche y Niebla # 25 Pp. 24
,Grupo Armado No Identificado,Unidad de Justicia y Paz. Masacres en el Cesar Pp. 34
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 25 Pp. 28 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Corregimiento Paccelly-Vereda El Progreso,Guerrilla-FARC ,Noche y Niebla # 25 Pp. 29
Zona Rural,Grupo Armado No Identificado,Noche y Niebla # 25 Pp. 36
Corregimientos La Junta y Villa del Rio & IPM La Peña ,Grupos Paramilitares,Noche y Niebla # 25 Pp. 36
Sitio Platanalcito,Fuerza Pública-Ejército Nacional/Policía Nacional,Noche y Niebla # 25 Pp. 38-39
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 25 Pp. 44 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Vereda Berlín,Grupo Armado No Identificado,Noche y Niebla # 25 Pp. 48
Corregimiento Santa Rita-Vereda Gonguital,Grupos Paramilitares,Noche y Niebla # 25 Pp. 49 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 25 Pp. 51 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Zona Rural,Fuerza Pública-Ejército Nacional,Revista Semana
Corregimiento Santa Rita,Grupos Paramilitares,Noche y Niebla # 25 Pp. 55 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Sitio Caño Eusebio,Guerrilla-FARC ,Noche y Niebla # 25 Pp. 56
,Grupos Paramilitares,Noche y Niebla # 25 Pp. 62 Unidad de Justicia y Paz. Masacres en La Guajira  
IP Barragán y Santa Lucia-Vereda Alto de la Italia,Grupos Paramilitares,"Noche y Niebla # 25 Pp. 79 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Versión Libre Ever Veloza, alias ""HH"". Medellín, 6 de Noviembre de 2007"
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 25 Pp. 81-82 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Corregimiento Santa Ana,Fuerza Pública-Ejército Nacional,Noche y Niebla # 36 Actualizaciones Pp. 161
Corregimiento Tomarrazón-Caserío El Limón,Grupos Paramilitares,Noche y Niebla # 25 Pp. 83 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Unidad de Justicia y Paz. Masacres en La Guajira
Corregimiento Corralito,Grupo Armado No Identificado,Noche y Niebla # 25 Pp. 85
Vereda El Mestizo,Grupos Paramilitares,"Noche y Niebla # 25 Pp. 87 Audiencia de imputación Jorge Iván Laverde Zapata, alias ""El Iguano"", 5 de Diciembre de 2008"
IPD Alto San José y Vereda San Pedro,Grupos Paramilitares,Noche y Niebla # 25 Pp. 87 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 25 Pp. 93 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Cabecera Municipal,Grupo Armado No Identificado,Noche y Niebla # 25 Pp. 103
,Grupo Armado No Identificado,Unidad de Justicia y Paz. Masacres en La Guajira Pp. 5
Corregimiento Toche,Guerrilla-FARC ,Noche y Niebla # 25 Pp. 102
Corregimiento La Punta de los Remedios,Grupos Paramilitares,Noche y Niebla # 25 Pp. 107-108 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Unidad de Justicia y Paz. Masacres en La Guajira
Vereda Dinamarca,Grupo Armado No Identificado,Noche y Niebla # 25 Pp. 110
"Veredas Barro Blanco, Agua Bonita y Cachumbal",Grupos Paramilitares,Noche y Niebla # 26 Pp. 2 En Deuda con la Humanidad. Paramilitarisno de Estado en Colombia 1988-2003
Cabecera Municipal,Grupo Armado No Identificado,Noche y Niebla # 26 Pp. 6-7
Vereda El Chilco,Grupos Paramilitares,Noche y Niebla # 26 Pp. 11 En Deuda con la Humanidad. Paramilitarisno de Estado en Colombia 1988-2003
 ,Grupos Paramilitares,Noche y Niebla # 26 Pp. 14
Zona Rural,Grupo Armado No Identificado,Noche y Niebla # 26 Pp. 17  
,Grupos Paramilitares,Noche y Niebla # 26 Pp. 17 En Deuda con la Humanidad. Paramilitarisno de Estado en Colombia 1988-2003
Vereda El Tesorito,Guerrilla-FARC ,Noche y Niebla # 26 Pp. 21
Vereda El Esmero,Grupo Armado No Identificado,Noche y Niebla # 26 Pp. 30
IP Bajo Calima- Vereda La Esperanza,Grupos Paramilitares,Noche y Niebla # 26 Pp. 32 En Deuda con la Humanidad. Paramilitarisno de Estado en Colombia 1988-2003
,Grupos Paramilitares,Unidad de Justicia y Paz. Masacres en el Cesar  Pp. 4
Corregimiento Naranjal-Vereda Ensenillal y San Juan & Caserío San José,Grupos Paramilitares,Noche y Niebla # 26 Pp. 36 En Deuda con la Humanidad. Paramilitarisno de Estado en Colombia 1988-2003
Caserío El Pedregal,Grupos Paramilitares,Noche y Niebla # 26 Pp. 38 En Deuda con la Humanidad. Paramilitarisno de Estado en Colombia 1988-2003
Zona Rural,Grupo Armado No Identificado,Noche y Niebla # 26 Pp. 39
Zona Rural,Grupo Armado No Identificado,Noche y Niebla # 26 Pp. 48
IPM El Palo-Vereda Alto del Palo,Guerrilla-FARC ,Noche y Niebla # 26 Pp. 55
,Grupo Armado No Identificado,Noche y Niebla # 26 Pp. 60
Corregimiento Guachacá-Vereda Puerto Nuevo,Grupos Paramilitares,"Versión Libre Adán Rojas Mendonza, alias ""El Negro""  4 de Junio de 2009"
Corregimiento Villa del Rio,Guerrilla-FARC ,Noche y Niebla # 26 Pp. 66
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 26 Pp. 67 En Deuda con la Humanidad. Paramilitarisno de Estado en Colombia 1988-2003
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 26 Pp. 70 En Deuda con la Humanidad. Paramilitarisno de Estado en Colombia 1988-2003
Cabecera Municipal,Grupo Armado No Identificado,Noche y Niebla # 26 Pp. 72
Corregimiento Buenos Aires  ,Guerrilla-FARC ,Noche y Niebla # 26 Pp. 83
IP El Chocó,Grupos Paramilitares,Noche y Niebla # 26 Pp. 86 En Deuda con la Humanidad. Paramilitarisno de Estado en Colombia 1988-2003 Memoria Histórica. La guerra contra todos
Vereda Sabanalarga,Grupos Paramilitares,Noche y Niebla # 26 Pp. 87 En Deuda con la Humanidad. Paramilitarisno de Estado en Colombia 1988-2003
IPM Flor Amarillo-Vereda Matal de Flor Amarillo,Grupos Paramilitares,"Noche y Niebla # 26 Pp. 85 En Deuda con la Humanidad. Paramilitarisno de Estado en Colombia 1988-2003 Audiencia de Imputación Wilmer Morelo Castro, 20 de Diciembre de 2008"
Corregimientos Párraga y La Diana,Grupos Paramilitares,Noche y Niebla # 26 Pp. 91 En Deuda con la Humanidad. Paramilitarisno de Estado en Colombia 1988-2003
Cabecera Municipal,Grupo Armado No Identificado,Noche y Niebla # 26 Pp. 95 
,Grupos Paramilitares,Noche y Niebla # 26 Pp. 95 En Deuda con la Humanidad. Paramilitarisno de Estado en Colombia 1988-2003
Veredas Playa Rica y La Palma,Grupos Paramilitares,Noche y Niebla # 26 En Deuda con la Humanidad. Paramilitarisno de Estado en Colombia 1988-2003
Cabecera Municipal,Grupo Armado No Identificado,Noche y Niebla # 26 Pp. 114
Veredas La Estrella y Campo Alegre,Grupo Armado No Identificado,Noche y Niebla # 26 Pp. 116
Zona Rural,Guerrilla-ELN ,Noche y Niebla # 26 Pp. 116
,Grupos Paramilitares,Noche y Niebla # 27 Pp. 28
IP Betoyes-Veredas El Botalón y El Pesebre,Guerrilla-ELN ,Noche y Niebla # 27 Pp. 28
Vereda El Pesebre,Grupos Paramilitares,Noche y Niebla # 27 Pp. 30
Cabecera Municipal e IPM San Pedro,Grupos Paramilitares,Noche y Niebla # 27 Pp. 32
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 27 Pp. 33-34 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
IPD El Chocó-Vereda Buenos Aires,Guerrilla No Identificada,Noche y Niebla # 27 Pp. 42
Corregimiento El Molino-Vereda Campo Alegre,Fuerza Pública-Grupos Paramilitares,Noche y Niebla # 36 Actualizaciones Pp. 162
"Caserío Arenosas-Veredas Dosquebradas, La Tupiada y Dinamarca",Guerrilla-FARC ,Noche y Niebla # 27 Pp. 43 Memoria Histórica. La guerra contra todos
Cabecera Municipal,Grupos Paramilitares,Noche y Niebla # 27 Pp. 48-49 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003
Comunidades Kuna de Paya y Pucuro,Grupos Paramilitares,Noche y Niebla # 27 Pp. 46
Corregimiento El Mamey La Serena,Grupos Paramilitares,Noche y Niebla # 27 Pp. 48
Vereda Las Brisas,Guerrilla-ELN ,Noche y Niebla # 27 Pp. 46
Corregimiento Currulao,Guerrilla-FARC ,Noche y Niebla # 27 Pp. 51
Cabecera Municipal,Grupo Armado No Identificado,Noche y Niebla # 27 Pp. 54
Corregimiento Juntas e IP Costa Rica,Guerrilla-FARC ,Noche y Niebla # 27 Pp. 54
Corregimiento Andalucía,Grupo Armado No Identificado,Noche y Niebla # 27 Pp. 55
,Grupos Paramilitares,Noche y Niebla # 34 Actualizaciones Pp. 313
Corregimiento Los Haticos,Grupos Paramilitares,Noche y Niebla # 27 PP. 68-69 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Unidad de Justicia y Paz. Masacres en La Guajira
